,date,file_name,time,target_is_broken,location
186,02-01-2024,SHOT0011,2.5,False,"(1123.658447265625, 689.0919189453125)"
187,02-01-2024,SHOT0011,3.0,False,"(984.7120971679688, 820.8612670898438)"
188,02-01-2024,SHOT0011,3.5,True,"(1091.80224609375, 646.871826171875)"
189,02-01-2024,SHOT0011,4.0,True,"(1317.765625, 605.6314697265625)"
190,02-01-2024,SHOT0011,4.5,False,0
191,02-01-2024,SHOT0012,0.0,False,"(1511.176513671875, 466.323486328125)"
192,02-01-2024,SHOT0012,0.5,False,"(1392.737548828125, 568.1395874023438)"
193,02-01-2024,SHOT0012,5.0,False,0
194,02-01-2024,SHOT0012,5.5,False,0
195,02-01-2024,SHOT0012,6.0,False,0
196,02-01-2024,SHOT0012,6.5,False,"(112.7586669921875, 299.9905700683594)"
197,02-01-2024,SHOT0012,7.0,False,"(763.295166015625, 406.913330078125)"
198,02-01-2024,SHOT0012,7.5,False,"(1232.1876220703125, 548.6866455078125)"
199,02-01-2024,SHOT0012,8.0,False,"(1349.1240234375, 676.8154296875)"
200,02-01-2024,SHOT0012,8.5,False,"(1369.30517578125, 668.01171875)"
201,02-01-2024,SHOT0012,9.0,False,"(1354.775390625, 643.857421875)"
202,02-01-2024,SHOT0012,9.5,False,"(1274.572021484375, 613.1915893554688)"
203,02-01-2024,SHOT0012,1.0,False,"(1266.796875, 632.931884765625)"
204,02-01-2024,SHOT0012,10.0,False,"(1239.656982421875, 617.3046875)"
205,02-01-2024,SHOT0012,10.5,False,"(1209.509521484375, 627.5093994140625)"
206,02-01-2024,SHOT0012,11.0,False,"(1131.18505859375, 628.2434692382812)"
207,02-01-2024,SHOT0012,11.5,False,"(1047.3963623046875, 769.12890625)"
208,02-01-2024,SHOT0012,12.0,True,"(1076.2103271484375, 668.693359375)"
209,02-01-2024,SHOT0012,12.5,True,"(1394.003662109375, 746.6793823242188)"
210,02-01-2024,SHOT0012,13.0,False,0
211,02-01-2024,SHOT0012,1.5,False,"(1198.9560546875, 637.4542236328125)"
212,02-01-2024,SHOT0012,2.0,False,"(1173.8056640625, 654.53271484375)"
213,02-01-2024,SHOT0012,2.5,False,"(1102.97900390625, 678.3326416015625)"
214,02-01-2024,SHOT0012,3.0,False,"(1035.294677734375, 781.9036254882812)"
215,02-01-2024,SHOT0012,3.5,True,"(1066.079345703125, 855.16455078125)"
216,02-01-2024,SHOT0012,4.0,False,"(1570.9588623046875, 778.0574340820312)"
217,02-01-2024,SHOT0012,4.5,True,"(2326.215576171875, 570.4962768554688)"
218,02-01-2024,SHOT0013,0.0,False,"(1481.0267333984375, 571.3255004882812)"
219,02-01-2024,SHOT0013,0.5,False,"(1369.1439208984375, 647.1749877929688)"
220,02-01-2024,SHOT0013,5.0,False,0
221,02-01-2024,SHOT0013,5.5,False,0
222,02-01-2024,SHOT0013,6.0,False,"(63.88105773925781, 546.6202392578125)"
223,02-01-2024,SHOT0013,6.5,False,"(848.0408325195312, 540.2504272460938)"
224,02-01-2024,SHOT0013,7.0,False,"(1256.397216796875, 617.7164306640625)"
225,02-01-2024,SHOT0013,7.5,False,"(1373.2877197265625, 666.868408203125)"
226,02-01-2024,SHOT0013,8.0,False,"(1340.3944091796875, 653.2769775390625)"
227,02-01-2024,SHOT0013,8.5,False,"(1276.834228515625, 601.433349609375)"
228,02-01-2024,SHOT0013,9.0,False,"(1272.122802734375, 599.4510498046875)"
229,02-01-2024,SHOT0013,9.5,False,"(1289.1171875, 617.0687255859375)"
230,02-01-2024,SHOT0013,1.0,False,"(1248.399658203125, 662.360595703125)"
231,02-01-2024,SHOT0013,10.0,False,"(1256.5556640625, 613.8030395507812)"
232,02-01-2024,SHOT0013,10.5,False,"(1209.77001953125, 596.1051635742188)"
233,02-01-2024,SHOT0013,11.0,False,"(1179.9765625, 607.6019287109375)"
234,02-01-2024,SHOT0013,11.5,False,"(1114.649658203125, 621.2305908203125)"
235,02-01-2024,SHOT0013,12.0,True,"(951.61279296875, 847.283447265625)"
236,02-01-2024,SHOT0013,12.5,True,"(1119.13671875, 577.3076171875)"
237,02-01-2024,SHOT0013,13.0,True,"(1732.4892578125, 791.9895629882812)"
238,02-01-2024,SHOT0013,13.5,False,0
239,02-01-2024,SHOT0013,1.5,False,"(1180.50634765625, 646.7808837890625)"
240,02-01-2024,SHOT0013,2.0,False,"(1164.390869140625, 655.027587890625)"
241,02-01-2024,SHOT0013,2.5,False,"(1110.171142578125, 709.9552612304688)"
242,02-01-2024,SHOT0013,3.0,False,"(978.6492919921875, 859.040283203125)"
243,02-01-2024,SHOT0013,3.5,True,"(979.8687744140625, 563.9815063476562)"
244,02-01-2024,SHOT0013,4.0,True,"(1386.8125, 457.22967529296875)"
245,02-01-2024,SHOT0013,4.5,False,0
246,02-01-2024,SHOT0014,0.0,False,"(1462.8028564453125, 636.6416015625)"
247,02-01-2024,SHOT0014,0.5,False,0
248,02-01-2024,SHOT0014,5.0,False,0
249,02-01-2024,SHOT0014,5.5,False,0
250,02-01-2024,SHOT0014,6.0,False,0
251,02-01-2024,SHOT0014,6.5,False,0
252,02-01-2024,SHOT0014,7.0,False,"(441.8131408691406, 571.2457275390625)"
253,02-01-2024,SHOT0014,7.5,False,"(911.4034423828125, 568.4173583984375)"
254,02-01-2024,SHOT0014,8.0,False,"(1182.3292236328125, 574.6026611328125)"
255,02-01-2024,SHOT0014,8.5,False,"(1300.8905029296875, 581.3325805664062)"
256,02-01-2024,SHOT0014,9.0,False,"(1349.095458984375, 623.916259765625)"
257,02-01-2024,SHOT0014,9.5,False,"(1334.03271484375, 637.6368408203125)"
258,02-01-2024,SHOT0014,1.0,False,"(1199.2056884765625, 714.1341552734375)"
259,02-01-2024,SHOT0014,10.0,False,"(1261.6781005859375, 619.889892578125)"
260,02-01-2024,SHOT0014,10.5,False,"(1186.023193359375, 617.8770751953125)"
261,02-01-2024,SHOT0014,11.0,False,"(1145.150634765625, 608.3260498046875)"
262,02-01-2024,SHOT0014,11.5,False,"(1036.6446533203125, 854.827392578125)"
263,02-01-2024,SHOT0014,12.0,False,"(960.1265869140625, 720.6610107421875)"
264,02-01-2024,SHOT0014,12.5,True,"(1245.517578125, 743.8489990234375)"
265,02-01-2024,SHOT0014,13.0,False,0
266,02-01-2024,SHOT0014,1.5,False,"(1143.348876953125, 683.1058349609375)"
267,02-01-2024,SHOT0014,2.0,False,"(1134.6524658203125, 662.8077392578125)"
268,02-01-2024,SHOT0014,2.5,False,"(1112.075439453125, 672.6327514648438)"
269,02-01-2024,SHOT0014,3.0,False,"(1036.951904296875, 709.419189453125)"
270,02-01-2024,SHOT0014,3.5,True,"(1054.021240234375, 583.4627075195312)"
271,02-01-2024,SHOT0014,4.0,True,"(1140.0093994140625, 552.61083984375)"
272,02-01-2024,SHOT0014,4.5,True,"(1767.4134521484375, 534.3745727539062)"
273,02-01-2024,SHOT0015,0.0,False,"(1533.5623779296875, 488.0101318359375)"
274,02-01-2024,SHOT0015,0.5,False,"(1455.5272216796875, 614.4830932617188)"
275,02-01-2024,SHOT0015,5.0,False,0
276,02-01-2024,SHOT0015,5.5,False,0
277,02-01-2024,SHOT0015,6.0,False,0
278,02-01-2024,SHOT0015,6.5,False,"(162.8833770751953, 613.6268310546875)"
279,02-01-2024,SHOT0015,7.0,False,"(777.1234130859375, 539.7354736328125)"
280,02-01-2024,SHOT0015,7.5,False,"(1192.489501953125, 578.0923461914062)"
281,02-01-2024,SHOT0015,8.0,False,"(1298.884033203125, 610.621337890625)"
282,02-01-2024,SHOT0015,8.5,False,"(1325.5234375, 648.5047607421875)"
283,02-01-2024,SHOT0015,9.0,False,"(1264.083251953125, 638.65771484375)"
284,02-01-2024,SHOT0015,9.5,False,"(1168.123046875, 597.1036376953125)"
285,02-01-2024,SHOT0015,1.0,False,"(1325.9906005859375, 691.5873413085938)"
286,02-01-2024,SHOT0015,10.0,False,"(1141.31396484375, 605.0592041015625)"
287,02-01-2024,SHOT0015,10.5,False,"(1136.985595703125, 613.3177490234375)"
288,02-01-2024,SHOT0015,11.0,False,"(1083.917724609375, 625.420166015625)"
289,02-01-2024,SHOT0015,11.5,False,"(791.1168212890625, 795.6162109375)"
290,02-01-2024,SHOT0015,12.0,True,"(933.227783203125, 721.3274536132812)"
291,02-01-2024,SHOT0015,12.5,True,"(1388.4638671875, 972.494873046875)"
292,02-01-2024,SHOT0015,1.5,False,"(1236.3629150390625, 683.061279296875)"
293,02-01-2024,SHOT0015,2.0,False,"(1220.927490234375, 683.3027954101562)"
294,02-01-2024,SHOT0015,2.5,False,"(1151.5361328125, 666.1392822265625)"
295,02-01-2024,SHOT0015,3.0,False,0
296,02-01-2024,SHOT0015,3.5,False,"(783.4197998046875, 935.2705078125)"
297,02-01-2024,SHOT0015,4.0,False,"(1136.26806640625, 740.27880859375)"
298,02-01-2024,SHOT0015,4.5,False,"(1912.57080078125, 467.9798583984375)"
299,02-01-2024,SHOT0016,0.0,False,"(1833.664794921875, 426.8748779296875)"
300,02-01-2024,SHOT0016,0.5,False,"(1649.8880615234375, 580.0972900390625)"
301,02-01-2024,SHOT0016,5.0,False,0
302,02-01-2024,SHOT0016,5.5,False,0
303,02-01-2024,SHOT0016,6.0,False,0
304,02-01-2024,SHOT0016,6.5,False,0
305,02-01-2024,SHOT0016,7.0,False,"(411.53436279296875, 1241.5797119140625)"
306,02-01-2024,SHOT0016,7.5,False,"(11.137372016906738, 630.3153076171875)"
307,02-01-2024,SHOT0016,8.0,False,"(484.9926452636719, 559.6708984375)"
308,02-01-2024,SHOT0016,8.5,False,"(983.890380859375, 545.7155151367188)"
309,02-01-2024,SHOT0016,9.0,False,"(1320.8643798828125, 594.36962890625)"
310,02-01-2024,SHOT0016,9.5,False,"(1393.3681640625, 647.127685546875)"
311,02-01-2024,SHOT0016,1.0,False,"(1393.612060546875, 665.362548828125)"
312,02-01-2024,SHOT0016,10.0,False,"(1380.42724609375, 643.0137939453125)"
313,02-01-2024,SHOT0016,10.5,False,"(1321.312255859375, 641.2634887695312)"
314,02-01-2024,SHOT0016,11.0,False,"(1255.30908203125, 645.43798828125)"
315,02-01-2024,SHOT0016,11.5,False,"(1213.6007080078125, 647.8926391601562)"
316,02-01-2024,SHOT0016,12.0,False,"(1171.3177490234375, 636.5504150390625)"
317,02-01-2024,SHOT0016,12.5,False,"(1138.63134765625, 646.1021728515625)"
318,02-01-2024,SHOT0016,13.0,False,"(1072.6934814453125, 816.30029296875)"
319,02-01-2024,SHOT0016,13.5,True,"(1039.3060302734375, 874.033447265625)"
320,02-01-2024,SHOT0016,14.0,True,"(1222.0625, 1241.7694091796875)"
321,02-01-2024,SHOT0016,14.5,False,0
322,02-01-2024,SHOT0016,1.5,False,"(1237.137939453125, 678.81982421875)"
323,02-01-2024,SHOT0016,2.0,False,"(1162.0562744140625, 693.213623046875)"
324,02-01-2024,SHOT0016,2.5,False,"(1128.133544921875, 723.8193969726562)"
325,02-01-2024,SHOT0016,3.0,False,"(972.004638671875, 895.46240234375)"
326,02-01-2024,SHOT0016,3.5,False,"(907.6455078125, 778.6998291015625)"
327,02-01-2024,SHOT0016,4.0,False,"(1356.015869140625, 557.503662109375)"
328,02-01-2024,SHOT0016,4.5,False,"(2171.816162109375, 420.36212158203125)"
329,02-01-2024,SHOT0017,0.0,False,"(1390.8516845703125, 506.74188232421875)"
330,02-01-2024,SHOT0017,0.5,False,"(1354.71142578125, 585.676513671875)"
331,02-01-2024,SHOT0017,5.0,False,"(2393.77783203125, 929.6536865234375)"
